fecha,lunes,martes,miercoles,jueves,viernes,sabado,domingo
23/10/2024,0,0,42,0,0,0,0
24/10/2024,0,0,0,26,0,0,0
25/10/2024,0,0,0,0,74,0,0
26/10/2024,0,0,0,0,0,64,0
27/10/2024,0,0,0,0,0,0,38
28/10/2024,39,0,0,0,0,0,0
29/10/2024,0,28,0,0,0,0,0
30/10/2024,0,0,33,0,0,0,0
31/10/2024,0,0,0,37,0,0,0
1/11/2024,0,0,0,0,48,0,0
2/11/2024,0,0,0,0,0,45,0
3/11/2024,0,0,0,0,0,0,45
4/11/2024,44,0,0,0,0,0,0
5/11/2024,0,42,0,0,0,0,0
6/11/2024,0,0,57,0,0,0,0
7/11/2024,0,0,0,43,0,0,0
8/11/2024,0,0,0,0,67,0,0
9/11/2024,0,0,0,0,0,51,0
10/11/2024,0,0,0,0,0,0,37
11/11/2024,39,0,0,0,0,0,0
12/11/2024,0,50,0,0,0,0,0
13/11/2024,0,0,69,0,0,0,0
14/11/2024,0,0,0,57,0,0,0
15/11/2024,0,0,0,0,71,0,0
16/11/2024,0,0,0,0,0,68,0
17/11/2024,0,0,0,0,0,0,36
18/11/2024,34,0,0,0,0,0,0
19/11/2024,0,34,0,0,0,0,0
20/11/2024,0,0,42,0,0,0,0
21/11/2024,0,0,0,57,0,0,0
22/11/2024,0,0,0,0,34,0,0
23/11/2024,0,0,0,0,0,51,0
24/11/2024,0,0,0,0,0,0,31
25/11/2024,42,0,0,0,0,0,0
26/11/2024,0,44,0,0,0,0,0
27/11/2024,0,0,42,0,0,0,0
28/11/2024,0,0,0,56,0,0,0
29/11/2024,0,0,0,0,64,0,0
30/11/2024,0,0,0,0,0,51,0
1/12/2024,0,0,0,0,0,0,75
2/12/2024,31,0,0,0,0,0,0
3/12/2024,0,48,0,0,0,0,0
4/12/2024,0,0,66,0,0,0,0
5/12/2024,0,0,0,48,0,0,0
6/12/2024,0,0,0,0,89,0,0
7/12/2024,0,0,0,0,0,46,0
8/12/2024,0,0,0,0,0,0,38
9/12/2024,41,0,0,0,0,0,0
10/12/2024,0,45,0,0,0,0,0
11/12/2024,0,0,39,0,0,0,0
12/12/2024,0,0,0,39,0,0,0
13/12/2024,0,0,0,0,63,0,0
14/12/2024,0,0,0,0,0,40,0
15/12/2024,0,0,0,0,0,0,41
16/12/2024,44,0,0,0,0,0,0
17/12/2024,0,36,0,0,0,0,0
18/12/2024,0,0,30,0,0,0,0
19/12/2024,0,0,0,52,0,0,0
20/12/2024,0,0,0,0,34,0,0
21/12/2024,0,0,0,0,0,32,0
22/12/2024,0,0,0,0,0,0,47
23/12/2024,50,0,0,0,0,0,0
24/12/2024,0,23,0,0,0,0,0
25/12/2024,0,0,39,0,0,0,0
26/12/2024,0,0,0,39,0,0,0
27/12/2024,0,0,0,0,50,0,0
28/12/2024,0,0,0,0,0,65,0
29/12/2024,0,0,0,0,0,0,51
30/12/2024,43,0,0,0,0,0,0
31/12/2024,0,43,0,0,0,0,0
1/01/2025,0,0,36,0,0,0,0
2/01/2025,0,0,0,46,0,0,0
3/01/2025,0,0,0,0,47,0,0
4/01/2025,0,0,0,0,0,38,0
5/01/2025,0,0,0,0,0,0,41
6/01/2025,33,0,0,0,0,0,0
7/01/2025,0,43,0,0,0,0,0
8/01/2025,0,0,60,0,0,0,0
9/01/2025,0,0,0,56,0,0,0
10/01/2025,0,0,0,0,69,0,0
11/01/2025,0,0,0,0,0,43,0
12/01/2025,0,0,0,0,0,0,37
13/01/2025,37,0,0,0,0,0,0
14/01/2025,0,6,0,0,0,0,0
17/01/2025,0,0,0,0,3,0,0
18/01/2025,0,0,0,0,0,47,0
19/01/2025,0,0,0,0,0,0,53
20/01/2025,86,0,0,0,0,0,0
21/01/2025,0,65,0,0,0,0,0
22/01/2025,0,0,72,0,0,0,0
23/01/2025,0,0,0,104,0,0,0
24/01/2025,0,0,0,0,93,0,0
25/01/2025,0,0,0,0,0,59,0
26/01/2025,0,0,0,0,0,0,70
27/01/2025,62,0,0,0,0,0,0
28/01/2025,0,111,0,0,0,0,0
29/01/2025,0,0,76,0,0,0,0
30/01/2025,0,0,0,93,0,0,0
31/01/2025,0,0,0,0,98,0,0
1/02/2025,0,0,0,0,0,72,0
2/02/2025,0,0,0,0,0,0,69
3/02/2025,84,0,0,0,0,0,0
4/02/2025,0,38,0,0,0,0,0
5/02/2025,0,0,45,0,0,0,0
6/02/2025,0,0,0,63,0,0,0
7/02/2025,0,0,0,0,54,0,0
8/02/2025,0,0,0,0,0,61,0
9/02/2025,0,0,0,0,0,0,34
10/02/2025,45,0,0,0,0,0,0
11/02/2025,0,79,0,0,0,0,0
12/02/2025,0,0,71,0,0,0,0
13/02/2025,0,0,0,62,0,0,0
14/02/2025,0,0,0,0,94,0,0
15/02/2025,0,0,0,0,0,78,0
16/02/2025,0,0,0,0,0,0,62
17/02/2025,57,0,0,0,0,0,0
18/02/2025,0,74,0,0,0,0,0
19/02/2025,0,0,77,0,0,0,0
20/02/2025,0,0,0,59,0,0,0
21/02/2025,0,0,0,0,67,0,0
22/02/2025,0,0,0,0,0,70,0
23/02/2025,0,0,0,0,0,0,66
24/02/2025,59,0,0,0,0,0,0
25/02/2025,0,83,0,0,0,0,0
26/02/2025,0,0,95,0,0,0,0
27/02/2025,0,0,0,55,0,0,0
28/02/2025,0,0,0,0,47,0,0
1/03/2025,0,0,0,0,0,73,0
2/03/2025,0,0,0,0,0,0,81
3/03/2025,62,0,0,0,0,0,0
4/03/2025,0,53,0,0,0,0,0
5/03/2025,0,0,75,0,0,0,0
6/03/2025,0,0,0,50,0,0,0
7/03/2025,0,0,0,0,67,0,0
8/03/2025,0,0,0,0,0,47,0
9/03/2025,0,0,0,0,0,0,54
10/03/2025,50,0,0,0,0,0,0
11/03/2025,0,32,0,0,0,0,0
12/03/2025,0,0,53,0,0,0,0
13/03/2025,0,0,0,55,0,0,0
14/03/2025,0,0,0,0,56,0,0
15/03/2025,0,0,0,0,0,74,0
16/03/2025,0,0,0,0,0,0,64
17/03/2025,86,0,0,0,0,0,0
18/03/2025,0,84,0,0,0,0,0
19/03/2025,0,0,80,0,0,0,0
20/03/2025,0,0,0,75,0,0,0
21/03/2025,0,0,0,0,87,0,0
22/03/2025,0,0,0,0,0,54,0
23/03/2025,0,0,0,0,0,0,61
24/03/2025,60,0,0,0,0,0,0
25/03/2025,0,56,0,0,0,0,0
26/03/2025,0,0,81,0,0,0,0
27/03/2025,0,0,0,72,0,0,0
28/03/2025,0,0,0,0,138,0,0
29/03/2025,0,0,0,0,0,115,0
30/03/2025,0,0,0,0,0,0,135
31/03/2025,72,0,0,0,0,0,0
1/04/2025,0,148,0,0,0,0,0
2/04/2025,0,0,74,0,0,0,0
3/04/2025,0,0,0,112,0,0,0
4/04/2025,0,0,0,0,84,0,0
5/04/2025,0,0,0,0,0,67,0
6/04/2025,0,0,0,0,0,0,73
7/04/2025,80,0,0,0,0,0,0
8/04/2025,0,79,0,0,0,0,0
9/04/2025,0,0,77,0,0,0,0
10/04/2025,0,0,0,74,0,0,0
11/04/2025,0,0,0,0,47,0,0
12/04/2025,0,0,0,0,0,97,0
13/04/2025,0,0,0,0,0,0,96
14/04/2025,55,0,0,0,0,0,0
15/04/2025,0,49,0,0,0,0,0
16/04/2025,0,0,74,0,0,0,0
17/04/2025,0,0,0,86,0,0,0
18/04/2025,0,0,0,0,71,0,0
19/04/2025,0,0,0,0,0,65,0
20/04/2025,0,0,0,0,0,0,100
21/04/2025,54,0,0,0,0,0,0
22/04/2025,0,34,0,0,0,0,0
23/04/2025,0,0,62,0,0,0,0
24/04/2025,0,0,0,86,0,0,0
25/04/2025,0,0,0,0,72,0,0
26/04/2025,0,0,0,0,0,61,0
27/04/2025,0,0,0,0,0,0,64
28/04/2025,65,0,0,0,0,0,0
29/04/2025,0,46,0,0,0,0,0
30/04/2025,0,0,44,0,0,0,0
1/05/2025,0,0,0,48,0,0,0
2/05/2025,0,0,0,0,72,0,0
3/05/2025,0,0,0,0,0,57,0
4/05/2025,0,0,0,0,0,0,48
5/05/2025,42,0,0,0,0,0,0
6/05/2025,0,49,0,0,0,0,0
7/05/2025,0,0,67,0,0,0,0
8/05/2025,0,0,0,60,0,0,0
9/05/2025,0,0,0,0,77,0,0
10/05/2025,0,0,0,0,0,47,0
11/05/2025,0,0,0,0,0,0,71
12/05/2025,41,0,0,0,0,0,0
13/05/2025,0,75,0,0,0,0,0
14/05/2025,0,0,76,0,0,0,0
15/05/2025,0,0,0,88,0,0,0
16/05/2025,0,0,0,0,62,0,0
17/05/2025,0,0,0,0,0,62,0
18/05/2025,0,0,0,0,0,0,73
19/05/2025,70,0,0,0,0,0,0
20/05/2025,0,66,0,0,0,0,0
21/05/2025,0,0,103,0,0,0,0
22/05/2025,0,0,0,73,0,0,0
23/05/2025,0,0,0,0,140,0,0
24/05/2025,0,0,0,0,0,105,0
25/05/2025,0,0,0,0,0,0,71
26/05/2025,53,0,0,0,0,0,0
27/05/2025,0,76,0,0,0,0,0
28/05/2025,0,0,79,0,0,0,0
29/05/2025,0,0,0,73,0,0,0
30/05/2025,0,0,0,0,59,0,0
31/05/2025,0,0,0,0,0,83,0
1/06/2025,0,0,0,0,0,0,71
2/06/2025,51,0,0,0,0,0,0
3/06/2025,0,50,0,0,0,0,0
4/06/2025,0,0,93,0,0,0,0
5/06/2025,0,0,0,70,0,0,0
6/06/2025,0,0,0,0,45,0,0
7/06/2025,0,0,0,0,0,55,0
8/06/2025,0,0,0,0,0,0,70
9/06/2025,92,0,0,0,0,0,0
10/06/2025,0,54,0,0,0,0,0
11/06/2025,0,0,63,0,0,0,0
12/06/2025,0,0,0,52,0,0,0
13/06/2025,0,0,0,0,43,0,0
14/06/2025,0,0,0,0,0,60,0
15/06/2025,0,0,0,0,0,0,80
16/06/2025,66,0,0,0,0,0,0
17/06/2025,0,57,0,0,0,0,0
18/06/2025,0,0,100,0,0,0,0
19/06/2025,0,0,0,141,0,0,0
20/06/2025,0,0,0,0,172,0,0
21/06/2025,0,0,0,0,0,93,0
22/06/2025,0,0,0,0,0,0,115
23/06/2025,89,0,0,0,0,0,0
24/06/2025,0,63,0,0,0,0,0
25/06/2025,0,0,67,0,0,0,0
26/06/2025,0,0,0,64,0,0,0
27/06/2025,0,0,0,0,136,0,0
28/06/2025,0,0,0,0,0,109,0
29/06/2025,0,0,0,0,0,0,87
30/06/2025,57,0,0,0,0,0,0
1/07/2025,0,46,0,0,0,0,0
2/07/2025,0,0,55,0,0,0,0
3/07/2025,0,0,0,96,0,0,0
4/07/2025,0,0,0,0,40,0,0
5/07/2025,0,0,0,0,0,95,0
6/07/2025,0,0,0,0,0,0,225
7/07/2025,49,0,0,0,0,0,0
8/07/2025,0,109,0,0,0,0,0
9/07/2025,0,0,75,0,0,0,0
10/07/2025,0,0,0,56,0,0,0
11/07/2025,0,0,0,0,53,0,0
12/07/2025,0,0,0,0,0,70,0
13/07/2025,0,0,0,0,0,0,72
14/07/2025,64,0,0,0,0,0,0
15/07/2025,0,62,0,0,0,0,0
16/07/2025,0,0,73,0,0,0,0
17/07/2025,0,0,0,65,0,0,0
18/07/2025,0,0,0,0,60,0,0
19/07/2025,0,0,0,0,0,53,0
20/07/2025,0,0,0,0,0,0,33
21/07/2025,62,0,0,0,0,0,0
22/07/2025,0,52,0,0,0,0,0
23/07/2025,0,0,40,0,0,0,0
24/07/2025,0,0,0,71,0,0,0
25/07/2025,0,0,0,0,84,0,0
26/07/2025,0,0,0,0,0,164,0
27/07/2025,0,0,0,0,0,0,129
28/07/2025,154,0,0,0,0,0,0
29/07/2025,0,90,0,0,0,0,0
30/07/2025,0,0,87,0,0,0,0
31/07/2025,0,0,0,70,0,0,0
1/08/2025,0,0,0,0,138,0,0
2/08/2025,0,0,0,0,0,90,0
3/08/2025,0,0,0,0,0,0,141
4/08/2025,75,0,0,0,0,0,0
5/08/2025,0,61,0,0,0,0,0
6/08/2025,0,0,109,0,0,0,0
7/08/2025,0,0,0,84,0,0,0
8/08/2025,0,0,0,0,113,0,0
9/08/2025,0,0,0,0,0,84,0
10/08/2025,0,0,0,0,0,0,63
11/08/2025,67,0,0,0,0,0,0
12/08/2025,0,66,0,0,0,0,0
13/08/2025,0,0,42,0,0,0,0
14/08/2025,0,0,0,90,0,0,0
15/08/2025,0,0,0,0,59,0,0
16/08/2025,0,0,0,0,0,65,0
17/08/2025,0,0,0,0,0,0,69
18/08/2025,57,0,0,0,0,0,0
19/08/2025,0,30,0,0,0,0,0
20/08/2025,0,0,88,0,0,0,0
21/08/2025,0,0,0,48,0,0,0
22/08/2025,0,0,0,0,60,0,0
23/08/2025,0,0,0,0,0,113,0
24/08/2025,0,0,0,0,0,0,104
25/08/2025,31,0,0,0,0,0,0
26/08/2025,0,46,0,0,0,0,0
27/08/2025,0,0,43,0,0,0,0
28/08/2025,0,0,0,110,0,0,0
29/08/2025,0,0,0,0,113,0,0
30/08/2025,0,0,0,0,0,61,0
31/08/2025,0,0,0,0,0,0,137
1/09/2025,117,0,0,0,0,0,0
2/09/2025,0,54,0,0,0,0,0
3/09/2025,0,0,60,0,0,0,0
4/09/2025,0,0,0,85,0,0,0
5/09/2025,0,0,0,0,174,0,0
6/09/2025,0,0,0,0,0,84,0
7/09/2025,0,0,0,0,0,0,131
8/09/2025,65,0,0,0,0,0,0
9/09/2025,0,92,0,0,0,0,0
10/09/2025,0,0,64,0,0,0,0
11/09/2025,0,0,0,77,0,0,0
12/09/2025,0,0,0,0,76,0,0
13/09/2025,0,0,0,0,0,116,0
14/09/2025,0,0,0,0,0,0,92
15/09/2025,81,0,0,0,0,0,0
16/09/2025,0,41,0,0,0,0,0
17/09/2025,0,0,24,0,0,0,0
